site,MAT,year,month,ppt,Tmax,Tmin,Tave,rs.ppt
Sangudo,3,1963,4,37,10.2,-2.6,3.8,37
Onefour,4.8,1964,4,32,12.3,-1.3,5.5,32
Mattheis,3.7,1964,4,19,11.7,-2.5,4.6,19
Oyen,2.8,1964,4,21,12.3,-2.7,4.8,21
Twinriver,4.3,1964,4,38,10,-2.4,3.8,38
Kinsella,1.9,1964,4,20,10.1,-2.6,3.8,20
Stavely,3.1,1964,4,88,8.2,-3.7,2.3,88
Sangudo,1.9,1964,4,28,10.4,-3.2,3.6,28
Onefour,3.5,1965,4,28,10,-1.3,4.3,28
Mattheis,2.1,1965,4,10,10.4,-1.9,4.2,10
Oyen,1.1,1965,4,10,8.6,-2.5,3.1,10
Twinriver,3.7,1965,4,30,10.1,-1.7,4.2,30
Kinsella,0.6,1965,4,7,7.1,-2.2,2.5,7
Stavely,2.5,1965,4,38,9.7,-2.5,3.6,38
Sangudo,1.1,1965,4,26,8.7,-3,2.8,26
Onefour,4.1,1966,4,30,10,-3.7,3.2,30
Mattheis,2.4,1966,4,24,9.4,-3.9,2.7,24
Oyen,1.4,1966,4,17,8.9,-4.3,2.3,17
Twinriver,4.4,1966,4,27,9.3,-3.8,2.8,27
Kinsella,0.7,1966,4,10,6.5,-4.5,1,10
Stavely,2.9,1966,4,52,7.5,-4.9,1.3,52
Sangudo,0.7,1966,4,32,5.9,-5.3,0.3,32
Onefour,4.7,1967,4,82,5.9,-5.8,0,82
Mattheis,3.3,1967,4,57,4.7,-6.2,-0.7,57
Oyen,2.1,1967,4,32,3.8,-6.7,-1.4,32
Twinriver,4.8,1967,4,86,4.6,-6.1,-0.8,86
Kinsella,1.5,1967,4,14,3,-6.7,-1.9,14
Stavely,3.4,1967,4,147,4,-6.5,-1.3,147
Sangudo,1.9,1967,4,7,6,-6.3,-0.1,7
Onefour,4.6,1968,4,24,11.6,-2.9,4.4,24
Mattheis,4,1968,4,18,11.7,-3.1,4.3,18
Oyen,3.2,1968,4,8,12,-3.5,4.2,8
Twinriver,4.5,1968,4,28,9.4,-3.2,3.1,28
Kinsella,2.2,1968,4,25,9.8,-2.9,3.5,25
Stavely,3.1,1968,4,57,8,-4.2,1.9,57
Sangudo,1.7,1968,4,14,10.3,-3.6,3.4,14
Onefour,3.8,1969,4,7,15.8,1.1,8.4,7
Mattheis,2.5,1969,4,17,14.5,0.9,7.7,17
Oyen,1.4,1969,4,17,12.9,0.3,6.6,17
Twinriver,3.9,1969,4,6,14.6,0.5,7.6,6
Kinsella,1,1969,4,23,12.2,0.2,6.2,23
Stavely,2.7,1969,4,42,12.7,-0.1,6.3,42
Sangudo,1.1,1969,4,27,12.2,-0.6,5.8,27
Onefour,3.9,1970,4,27,9,-2.7,3.2,27
Mattheis,2.6,1970,4,21,9.9,-2.7,3.6,21
Oyen,1.5,1970,4,12,9,-2.8,3.1,12
Twinriver,4.2,1970,4,35,7.2,-3.1,2,35
Kinsella,1,1970,4,6,8.3,-2.9,2.7,6
Stavely,3,1970,4,73,6.5,-4,1.2,73
Sangudo,1.1,1970,4,6,9.6,-2.7,3.4,6
Onefour,4.3,1971,4,16,13.1,-1.1,6,16
Mattheis,2.8,1971,4,8,11.2,-1.5,4.9,8
Oyen,1.7,1971,4,10,9.5,-2.5,3.5,10
Twinriver,4.2,1971,4,19,12.2,-1.6,5.3,19
Kinsella,1.2,1971,4,4,8.8,-2.4,3.2,4
Stavely,2.9,1971,4,45,10.3,-2.6,3.8,45
Sangudo,1.3,1971,4,9,10.1,-2.6,3.8,9
Onefour,3.6,1972,4,15,12.6,-2.3,5.1,15
Mattheis,2,1972,4,13,12.1,-2.9,4.6,13
Oyen,1.3,1972,4,9,12.1,-3.1,4.5,9
Twinriver,3.3,1972,4,19,10.3,-3,3.6,19
Kinsella,0.4,1972,4,23,8.5,-3.1,2.7,23
Stavely,1.8,1972,4,67,7.7,-4.5,1.6,67
Sangudo,0.5,1972,4,21,8.2,-3.4,2.4,21
Onefour,5.5,1973,4,23,10.7,-2.7,4,23
Mattheis,3.6,1973,4,29,9.9,-2.4,3.8,29
Oyen,2.8,1973,4,34,9,-2.5,3.2,34
Twinriver,5.3,1973,4,26,9.4,-2.9,3.3,26
Kinsella,1.8,1973,4,51,7.9,-2.5,2.7,51
Stavely,3.6,1973,4,60,7.6,-3.4,2.1,60
Sangudo,1.7,1973,4,38,8.5,-2.6,2.9,38
Onefour,5.8,1974,4,35,15,0.6,7.8,35
Mattheis,3.7,1974,4,31,11.5,-1.2,5.1,31
Oyen,2.5,1974,4,22,9.5,-2,3.8,22
Twinriver,5.7,1974,4,49,13.2,-0.4,6.4,49
Kinsella,1.8,1974,4,22,8.3,-2.2,3.1,22
Stavely,3.9,1974,4,127,10.7,-1.6,4.6,127
Sangudo,1.8,1974,4,38,10.4,-1.2,4.6,38
Onefour,3.7,1975,4,70,6.1,-5.7,0.2,70
Mattheis,2.3,1975,4,42,5.5,-6,-0.2,42
Oyen,1.5,1975,4,62,5.1,-5.8,-0.4,62
Twinriver,3.5,1975,4,64,4.6,-6.3,-0.9,64
Kinsella,1.1,1975,4,35,4.2,-5.5,-0.7,35
Stavely,2.3,1975,4,73,4.4,-6.7,-1.2,73
Sangudo,1.5,1975,4,29,7.1,-4.6,1.3,29
Onefour,6.4,1976,4,20,15.3,0.1,7.7,20
Mattheis,4.9,1976,4,26,15.3,0.1,7.7,26
Oyen,4,1976,4,28,14.9,0.3,7.6,28
Twinriver,6.1,1976,4,32,13.1,-0.9,6.1,32
Kinsella,3.5,1976,4,16,13.7,0.4,7,16
Stavely,4.6,1976,4,29,11.6,-1.9,4.8,29
Sangudo,3.6,1976,4,18,13.2,-0.9,6.1,18
Onefour,5.3,1977,4,9,17.5,-0.4,8.5,9
Mattheis,4.2,1977,4,5,17.7,-0.4,8.6,5
Oyen,3.3,1977,4,8,17,-0.9,8,8
Twinriver,5.1,1977,4,5,15.4,-0.3,7.5,5
Kinsella,2.6,1977,4,15,15.4,-0.6,7.4,15
Stavely,3.6,1977,4,7,14.6,-1.1,6.8,7
Sangudo,2.8,1977,4,10,15.2,-0.7,7.2,10
Onefour,3.3,1978,4,61,10.8,0.5,5.7,61
Mattheis,2.6,1978,4,50,10,0,5,50
Oyen,2,1978,4,63,9.9,-0.4,4.8,63
Twinriver,3.2,1978,4,65,9.2,-0.9,4.1,65
Kinsella,1.7,1978,4,28,9,-0.8,4.1,28
Stavely,2.4,1978,4,106,7.6,-1.7,2.9,106
Sangudo,2.1,1978,4,19,9.6,-0.5,4.6,19
Onefour,4.2,1979,4,42,8.6,-3.1,2.7,42
Mattheis,3.2,1979,4,25,8.3,-4.1,2.1,25
Oyen,2.3,1979,4,18,7.3,-4.6,1.4,18
Twinriver,4.5,1979,4,41,8,-3.6,2.2,41
Kinsella,1.6,1979,4,23,4.7,-4.5,0.1,23
Stavely,3.2,1979,4,66,7.1,-4.7,1.2,66
Sangudo,1.9,1979,4,35,6.3,-3.8,1.2,35
Onefour,5.3,1980,4,31,17.5,1.7,9.6,31
Mattheis,3.8,1980,4,7,17.2,1.5,9.3,7
Oyen,3,1980,4,8,17.2,1.5,9.4,8
Twinriver,5,1980,4,31,15,0.8,7.9,31
Kinsella,2.3,1980,4,6,15.4,1.2,8.3,6
Stavely,3.6,1980,4,26,13.7,-0.2,6.7,26
Sangudo,2.5,1980,4,9,17.1,1,9,9
Onefour,6.8,1981,4,6,14.6,-0.7,7,6
Mattheis,5.9,1981,4,7,14.4,-1.2,6.6,7
Oyen,5.2,1981,4,18,13.5,-1.3,6.1,18
Twinriver,6.5,1981,4,5,12.9,-0.7,6.1,5
Kinsella,4.6,1981,4,23,11.4,-1.5,5,23
Stavely,5.2,1981,4,19,11.5,-2,4.8,19
Sangudo,4.4,1981,4,15,10.7,-2.4,4.1,15
Onefour,3.2,1982,4,14,9.7,-3.9,2.9,14
Mattheis,2.1,1982,4,14,9.3,-4.8,2.2,14
Oyen,1,1982,4,10,8.4,-5.5,1.5,10
Twinriver,3.1,1982,4,26,8,-4.7,1.7,26
Kinsella,0.2,1982,4,19,6.3,-6.5,-0.1,19
Stavely,1.9,1982,4,30,6.2,-5.8,0.2,30
Sangudo,0.6,1982,4,11,7.7,-4.8,1.4,11
Onefour,5.3,1983,4,18,13,-2.5,5.2,18
Mattheis,4.1,1983,4,40,12,-1.8,5.1,40
Oyen,3,1983,4,35,11.2,-1.8,4.7,35
Twinriver,5.3,1983,4,27,11.4,-2.7,4.3,27
Kinsella,2.1,1983,4,10,10.7,-1.2,4.7,10
Stavely,3.7,1983,4,73,8.4,-3.2,2.6,73
Sangudo,2.3,1983,4,17,12.4,-1.5,5.5,17
Onefour,5.4,1984,4,14,14.2,-0.4,6.9,14
Mattheis,3.9,1984,4,25,13.9,-0.5,6.7,25
Oyen,3,1984,4,20,14.3,-0.3,7,20
Twinriver,5.2,1984,4,29,12,-1.3,5.3,29
Kinsella,2.4,1984,4,20,13.1,-0.1,6.5,20
Stavely,3.5,1984,4,51,9.8,-2.3,3.8,51
Sangudo,2.6,1984,4,4,12.6,-1.4,5.6,4
Onefour,3.9,1985,4,34,14.4,0.9,7.6,34
Mattheis,2.9,1985,4,51,12.5,0,6.3,51
Oyen,2,1985,4,44,11.6,0,5.8,44
Twinriver,3.9,1985,4,39,12.7,0.2,6.5,39
Kinsella,1.7,1985,4,34,10,-0.7,4.6,34
Stavely,2.5,1985,4,74,10.2,-1.3,4.5,74
Sangudo,2.1,1985,4,27,9.7,-2.1,3.8,27
Onefour,6.1,1986,4,11,12.5,-1.9,5.3,11
Mattheis,5,1986,4,10,12.4,-2.5,4.9,10
Oyen,4,1986,4,16,11.6,-2.6,4.5,16
Twinriver,6,1986,4,20,11.3,-1.9,4.7,20
Kinsella,3.1,1986,4,22,9.2,-2.3,3.5,22
Stavely,4.5,1986,4,36,9.7,-3.1,3.3,36
Sangudo,3.2,1986,4,52,8.5,-2.3,3.1,52
Onefour,7.5,1987,4,8,17.9,1.6,9.8,8
Mattheis,6.6,1987,4,11,17.3,0.7,9,11
Oyen,5.7,1987,4,15,16.7,0.6,8.6,15
Twinriver,7.2,1987,4,8,16.3,1.6,8.9,8
Kinsella,4.7,1987,4,27,13.7,-0.1,6.8,27
Stavely,5.8,1987,4,21,14.4,0,7.2,21
Sangudo,4.8,1987,4,9,14.3,-0.7,6.8,9
Onefour,6.6,1988,4,1,16.5,-0.9,7.8,1
Mattheis,5.3,1988,4,2,15.4,-1.6,6.9,2
Oyen,4.4,1988,4,2,14.5,-1.9,6.3,2
Twinriver,6.5,1988,4,7,14.5,-0.7,6.9,7
Kinsella,3.9,1988,4,9,12.9,-1.3,5.8,9
Stavely,4.8,1988,4,18,12.6,-1.9,5.3,18
Sangudo,3.8,1988,4,13,13.6,-1.4,6.1,13
Onefour,4.7,1989,4,50,11.9,-1.1,5.4,50
Mattheis,3.6,1989,4,13,12.3,-1.8,5.2,13
Oyen,2.6,1989,4,9,12.4,-2.1,5.2,9
Twinriver,4.5,1989,4,38,11.3,-1.7,4.8,38
Kinsella,2.3,1989,4,13,11.4,-2.7,4.4,13
Stavely,3.1,1989,4,55,10.1,-2.7,3.7,55
Sangudo,2.4,1989,4,13,12,-2.8,4.6,13
Onefour,5.8,1990,4,25,12.8,-1.5,5.7,25
Mattheis,4.3,1990,4,25,12.6,-1.2,5.7,25
Oyen,3.4,1990,4,14,11.8,-2,4.9,14
Twinriver,5.3,1990,4,43,11.3,-1.5,4.9,43
Kinsella,2.6,1990,4,19,10.2,-1.3,4.5,19
Stavely,3.8,1990,4,71,9.9,-2.6,3.6,71
Sangudo,2.6,1990,4,33,9.2,-2.5,3.4,33
Onefour,5.9,1991,4,32,13.3,-0.4,6.5,32
Mattheis,4.7,1991,4,27,14.6,-1.3,6.6,27
Oyen,3.9,1991,4,34,14.1,-1.2,6.5,34
Twinriver,5.8,1991,4,34,11.8,-0.9,5.4,34
Kinsella,3.4,1991,4,44,13.1,-1.1,6,44
Stavely,4.2,1991,4,28,10.8,-2.2,4.3,28
Sangudo,3.3,1991,4,49,12.5,-0.3,6.1,49
Onefour,6.4,1992,4,15,15.6,-0.4,7.6,15
Mattheis,4.7,1992,4,21,14.7,-0.3,7.2,21
Oyen,3.8,1992,4,19,13.7,-0.7,6.5,19
Twinriver,6.1,1992,4,22,14.6,-0.4,7.1,22
Kinsella,3.2,1992,4,29,12.2,-0.4,5.9,29
Stavely,4.5,1992,4,24,12.8,-1.7,5.5,24
Sangudo,3.3,1992,4,35,12,-1,5.5,35
Onefour,4.3,1993,4,38,13.5,-0.7,6.4,38
Mattheis,3.4,1993,4,32,12.7,-0.9,5.9,32
Oyen,2.7,1993,4,47,11.7,-0.4,5.6,47
Twinriver,4.3,1993,4,37,12.1,-0.9,5.6,37
Kinsella,2.6,1993,4,61,9.7,-0.7,4.5,61
Stavely,3.1,1993,4,48,10.6,-1.8,4.4,48
Sangudo,3.2,1993,4,15,11,-1.6,4.7,15
Onefour,5.6,1994,4,28,13.7,-0.9,6.4,28
Mattheis,3.9,1994,4,2,13.6,-1.9,5.9,2
Oyen,3.1,1994,4,3,13.2,-2,5.6,3
Twinriver,5.5,1994,4,37,12.2,-1.5,5.4,37
Kinsella,2.1,1994,4,4,12.1,-2.1,5,4
Stavely,3.8,1994,4,35,10.5,-2.6,3.9,35
Sangudo,2.3,1994,4,5,12.3,-1.5,5.4,5
Onefour,4.8,1995,4,25,10.6,-2.7,3.9,25
Mattheis,3.1,1995,4,26,10.6,-2.9,3.8,26
Oyen,2.4,1995,4,13,9.5,-3.6,3,13
Twinriver,4.6,1995,4,27,9.8,-3.2,3.3,27
Kinsella,1.8,1995,4,15,8.8,-3.3,2.7,15
Stavely,3.2,1995,4,63,8.2,-3.6,2.3,63
Sangudo,1.9,1995,4,31,9,-2.5,3.3,31
Onefour,3.1,1996,4,17,13.4,0.1,6.7,17
Mattheis,1.6,1996,4,26,12.6,-0.9,5.9,26
Oyen,0.8,1996,4,22,11.8,-1.6,5.1,22
Twinriver,3.1,1996,4,16,12.6,-0.4,6.1,16
Kinsella,0.2,1996,4,32,10.4,-1.6,4.4,32
Stavely,1.5,1996,4,32,10.6,-1.7,4.5,32
Sangudo,0.3,1996,4,49,10.8,-1.1,4.9,49
Onefour,5.7,1997,4,15,10.3,-3.8,3.2,15
Mattheis,4.3,1997,4,11,10.6,-4,3.3,11
Oyen,3.6,1997,4,40,9.7,-4.2,2.7,40
Twinriver,5.4,1997,4,22,8.6,-4.6,2,22
Kinsella,3.2,1997,4,36,7.8,-4.6,1.6,36
Stavely,4.2,1997,4,39,7.7,-4.9,1.4,39
Sangudo,3.2,1997,4,28,8,-4.9,1.5,28
Onefour,6.7,1998,4,20,16,0.6,8.3,20
Mattheis,5.2,1998,4,17,15.3,0,7.6,17
Oyen,4.5,1998,4,14,15.8,-0.5,7.6,14
Twinriver,6.1,1998,4,23,13.6,-0.1,6.8,23
Kinsella,3.7,1998,4,19,14.5,0,7.2,19
Stavely,4.7,1998,4,21,11.6,-1.3,5.2,21
Sangudo,3.6,1998,4,11,14.3,-0.8,6.7,11
Onefour,6.7,1999,4,40,13,-1.4,5.8,40
Mattheis,5.1,1999,4,33,13.2,-1.8,5.7,33
Oyen,4.1,1999,4,56,13.1,-1.4,5.8,56
Twinriver,6.4,1999,4,41,11,-2.6,4.2,41
Kinsella,3.3,1999,4,32,11.5,-0.7,5.4,32
Stavely,4.7,1999,4,41,10,-3.3,3.4,41
Sangudo,3.2,1999,4,29,11.2,-1.5,4.8,29
Onefour,5.3,2000,4,18,14.2,-1.2,6.5,18
Mattheis,3.6,2000,4,21,12.8,-2,5.4,21
Oyen,2.7,2000,4,23,12.5,-2.1,5.2,23
Twinriver,5,2000,4,27,12.5,-1.9,5.3,27
Kinsella,2.2,2000,4,18,10.4,-2.3,4.1,18
Stavely,3.4,2000,4,27,10.5,-3.1,3.7,27
Sangudo,2.3,2000,4,26,10,-3.3,3.3,26
Onefour,6.4,2001,4,24,13,-1,6,24
Mattheis,5.2,2001,4,11,13.3,-2.2,5.6,11
Oyen,4.2,2001,4,8,12.8,-2.7,5.1,8
Twinriver,6,2001,4,47,9.4,-2,3.7,47
Kinsella,3.6,2001,4,10,12,-2.6,4.7,10
Stavely,4.6,2001,4,48,8.3,-2.5,2.9,48
Sangudo,3.7,2001,4,11,11.9,-2.6,4.6,11
Onefour,4.7,2002,4,12,9.5,-4.3,2.6,12
Mattheis,3.8,2002,4,7,8.1,-5.1,1.5,7
Oyen,3,2002,4,8,7.6,-6.2,0.7,8
Twinriver,4.5,2002,4,20,7.5,-4.9,1.3,20
Kinsella,2.3,2002,4,36,4.3,-7.1,-1.4,36
Stavely,3.3,2002,4,25,6,-5.5,0.3,25
Sangudo,2.5,2002,4,25,4.6,-6.5,-1,25
Onefour,5.6,2003,4,42,14.1,1.2,7.6,42
Mattheis,4.1,2003,4,39,12.1,-0.2,5.9,39
Oyen,3.5,2003,4,24,11.8,-0.1,5.8,24
Twinriver,5.6,2003,4,50,12.2,-0.4,5.9,50
Kinsella,2.4,2003,4,42,9.7,-1.2,4.3,42
Stavely,4.3,2003,4,78,9.3,-2.1,3.6,78
Sangudo,2.7,2003,4,43,9.4,-2,3.7,43
Onefour,5.5,2004,4,16,15.8,-0.4,7.7,16
Mattheis,4.2,2004,4,13,15,-1.3,6.8,13
Oyen,3.4,2004,4,8,14.2,-1.5,6.4,8
Twinriver,5.7,2004,4,18,14.4,-1,6.7,18
Kinsella,2.5,2004,4,17,11.7,-1.4,5.1,17
Stavely,4.4,2004,4,32,12.7,-2.1,5.3,32
Sangudo,3,2004,4,29,12.1,-1.7,5.2,29
Onefour,5.8,2005,4,15,14.5,-0.9,6.8,15
Mattheis,4.7,2005,4,20,14.2,-1.2,6.5,20
Oyen,3.8,2005,4,19,13.9,-0.5,6.7,19
Twinriver,5.6,2005,4,19,12.3,-1.6,5.3,19
Kinsella,3.3,2005,4,32,12.3,0.1,6.2,32
Stavely,4.3,2005,4,33,11,-2.3,4.3,33
Sangudo,3.8,2005,4,8,13.5,-0.9,6.3,8
Onefour,6.7,2006,4,16,15.9,0.4,8.2,16
Mattheis,5.4,2006,4,30,15.2,0.5,7.9,30
Oyen,4.6,2006,4,25,15.5,0.7,8.1,25
Twinriver,6.3,2006,4,28,13.4,0.2,6.8,28
Kinsella,3.5,2006,4,15,14.2,-0.3,7,15
Stavely,5,2006,4,56,11.7,-0.7,5.5,56
Sangudo,3.8,2006,4,30,15.1,-0.5,7.3,30
Onefour,6.2,2007,4,56,10.8,-1.7,4.5,56
Mattheis,4.8,2007,4,52,10.3,-1.7,4.3,52
Oyen,3.9,2007,4,24,11.5,-1.3,5.1,24
Twinriver,6,2007,4,34,9.4,-2,3.7,34
Kinsella,2.7,2007,4,34,9,-2,3.5,34
Stavely,4.4,2007,4,58,7.7,-2.6,2.5,58
Sangudo,3.1,2007,4,35,8,-2.6,2.7,35
Onefour,4.8,2008,4,24,10.8,-4.6,3.1,24
Mattheis,3.7,2008,4,19,9.6,-5.4,2.1,19
Oyen,2.8,2008,4,37,8.9,-5.2,1.9,37
Twinriver,4.8,2008,4,21,9.1,-4.5,2.3,21
Kinsella,2.3,2008,4,38,6.3,-5,0.7,38
Stavely,3.6,2008,4,44,7.3,-5.6,0.8,44
Sangudo,2.7,2008,4,40,7.3,-5,1.2,40
Onefour,4.4,2009,4,26,12.2,-1.9,5.2,26
Mattheis,3.1,2009,4,6,12.2,-3.1,4.5,6
Oyen,2.6,2009,4,7,11.8,-3.2,4.3,7
Twinriver,4.5,2009,4,29,10.3,-2.3,4,29
Kinsella,1.5,2009,4,19,9,-3.3,2.9,19
Stavely,3.1,2009,4,39,9,-3.8,2.6,39
Sangudo,2,2009,4,20,9.5,-3.8,2.9,20
Onefour,4.4,2010,4,67,13.2,-1,6.1,67
Mattheis,3.7,2010,4,53,13.1,-1.7,5.7,53
Oyen,3.1,2010,4,66,13.1,-1.2,5.9,66
Twinriver,4.8,2010,4,58,11.2,-1.7,4.7,58
Kinsella,2.7,2010,4,62,11.8,-1,5.4,62
Stavely,3.8,2010,4,102,10.1,-2.7,3.7,102
Sangudo,3.1,2010,4,20,13.1,-1,6.1,20
Onefour,4.8,2011,4,37,9.9,-2.2,3.8,37
Mattheis,3.5,2011,4,22,9.3,-3.3,3,22
Oyen,3.1,2011,4,16,9.2,-3.6,2.8,16
Twinriver,4.6,2011,4,52,7.7,-2.8,2.5,52
Kinsella,2.5,2011,4,12,7.7,-3.5,2.1,12
Stavely,3.2,2011,4,65,6.3,-4.8,0.8,65
Sangudo,2.8,2011,4,29,8.9,-3.9,2.5,29
Onefour,6.2,2012,4,68,14.8,-0.3,7.2,68
Mattheis,4.4,2012,4,37,13,-1.4,5.8,37
Oyen,3.7,2012,4,51,12.1,-1.5,5.3,51
Twinriver,5.7,2012,4,44,13.3,-0.5,6.4,44
Kinsella,2.9,2012,4,41,10.2,-2.1,4,41
Stavely,4.3,2012,4,61,11.1,-1.8,4.6,61
Sangudo,3,2012,4,48,9.7,-1.3,4.2,48
Onefour,5.3,2013,4,28,10.7,-3.8,3.4,28
Mattheis,3.5,2013,4,19,8,-4.4,1.8,19
Oyen,2.5,2013,4,21,5.2,-5.5,-0.2,21
Twinriver,5.4,2013,4,26,9,-3.8,2.6,26
Kinsella,2.1,2013,4,23,4.2,-5.6,-0.7,23
Stavely,4.1,2013,4,38,7.1,-5.2,1,38
Sangudo,3.2,2013,4,28,6,-4.6,0.7,28
Onefour,4.9,2014,4,40,13.1,-1.9,5.6,40
Mattheis,3.4,2014,4,23,12,-2.6,4.7,23
Oyen,2.6,2014,4,34,10.6,-2.7,4,34
Twinriver,4.7,2014,4,36,11.2,-1.7,4.7,36
Kinsella,2.1,2014,4,35,8,-3.3,2.4,35
Stavely,3.6,2014,4,40,9.8,-3.1,3.3,40
Sangudo,2.7,2014,4,39,9.4,-2.9,3.3,39
Onefour,6.6,2015,4,13,14.8,-1.5,6.6,13
Mattheis,5.2,2015,4,8,14.6,-2.2,6.2,8
Oyen,4.6,2015,4,14,13.8,-1.5,6.1,14
Twinriver,6.5,2015,4,9,13.1,-1.7,5.7,9
Kinsella,3.8,2015,4,14,12.1,-1.8,5.2,14
Stavely,5.4,2015,4,35,11.9,-3.3,4.3,35
Sangudo,4.5,2015,4,24,12.4,-1.4,5.5,24
Onefour,6.5,2016,4,90,15.2,0.4,7.8,90
Mattheis,5.3,2016,4,22,16.2,0.1,8.2,22
Oyen,4.8,2016,4,32,15.5,-0.2,7.6,32
Twinriver,6.3,2016,4,44,14.6,0.8,7.7,44
Kinsella,4.3,2016,4,24,13.7,-0.2,6.7,24
Stavely,5.2,2016,4,37,14.3,-0.2,7,37
Sangudo,4.5,2016,4,8,15.1,0.8,8,8
Onefour,5.6,2017,4,43,12.7,-0.2,6.3,43
Mattheis,4.4,2017,4,24,12,-1.6,5.2,24
Oyen,3.8,2017,4,34,10.7,-2,4.4,34
Twinriver,5.3,2017,4,47,11.2,-0.5,5.4,47
Kinsella,3,2017,4,54,7.3,-1.5,2.9,54
Stavely,4.1,2017,4,89,9.6,-1.7,3.9,89
Sangudo,3.4,2017,4,70,7.2,-1.4,2.9,70
Onefour,4.2,2018,4,14,11.2,-2.1,4.6,14
Mattheis,3.1,2018,4,10,13.2,-0.5,6.4,10
Oyen,2.7,2018,4,8,13.2,-0.2,6.5,8
Twinriver,4.5,2018,4,24,11.3,-1.5,4.9,24
Kinsella,2.1,2018,4,17,10.9,-0.7,5.1,17
Stavely,3.4,2018,4,55,10.9,-1.6,4.6,55
Sangudo,2.7,2018,4,23,12.2,-0.4,5.9,23
Onefour,3.6,2019,4,20,13.1,-0.8,6.1,20
Mattheis,2.7,2019,4,13,13.7,-2.2,5.7,13
Oyen,2.3,2019,4,14,13.3,-2.4,5.5,14
Twinriver,3.6,2019,4,23,11.5,-1.1,5.2,23
Kinsella,1.6,2019,4,10,11.1,-1.9,4.6,10
Stavely,2.6,2019,4,24,10.3,-2.6,3.8,24
Sangudo,2.1,2019,4,22,9.8,-2.1,3.9,22
Onefour,5.4,1901,5,104,21.5,6.4,13.9,104
Mattheis,4.1,1901,5,57,21.4,5.8,13.6,57
Oyen,3.3,1901,5,64,21.1,5.8,13.5,64
Twinriver,5,1901,5,111,18.7,4.9,11.8,111
Kinsella,2.4,1901,5,47,19.5,5.3,12.4,47
Stavely,3.6,1901,5,79,16.9,3.3,10.1,79
Sangudo,2.5,1901,5,49,18.7,4.1,11.4,49
Onefour,4.4,1902,5,95,19.3,5.1,12.2,95
Mattheis,3.3,1902,5,91,19.2,5,12.1,91
Oyen,2.6,1902,5,91,18.8,4.9,11.8,91
Twinriver,4.1,1902,5,137,16.5,3.4,10,137
Kinsella,1.7,1902,5,102,17.6,4.5,11,102
Stavely,2.8,1902,5,205,14.6,2.3,8.4,205
Sangudo,2,1902,5,109,17.2,3.6,10.4,109
Onefour,4.7,1903,5,65,17.5,3.4,10.5,65
Mattheis,3.5,1903,5,59,17.9,2.5,10.2,59
Oyen,2.5,1903,5,69,17.1,2.4,9.8,69
Twinriver,4.4,1903,5,78,15,1.2,8.1,78
Kinsella,1.8,1903,5,45,16.3,2.2,9.2,45
Stavely,3,1903,5,79,13.8,-0.5,6.6,79
Sangudo,1.9,1903,5,37,16.1,1.7,8.9,37
Onefour,4.7,1904,5,34,18.5,3.9,11.2,34
Mattheis,3.3,1904,5,25,18.9,3.6,11.3,25
Oyen,2.3,1904,5,31,18.2,3.6,10.9,31
Twinriver,4.6,1904,5,44,16.3,2.1,9.2,44
Kinsella,1.3,1904,5,22,16.9,3.2,10,22
Stavely,3.1,1904,5,50,15.1,1.1,8.1,50
Sangudo,1.7,1904,5,35,16.8,2.5,9.7,35
Onefour,5.4,1905,5,33,16.5,3.3,9.9,33
Mattheis,4.1,1905,5,27,18.4,2.3,10.4,27
Oyen,3.2,1905,5,41,17.3,2.3,9.8,41
Twinriver,5,1905,5,42,15,1.1,8.1,42
Kinsella,2.4,1905,5,33,16.7,2.1,9.4,33
Stavely,3.6,1905,5,67,14.6,-0.4,7.1,67
Sangudo,2.9,1905,5,44,18.7,1.7,10.2,44
Onefour,5.5,1906,5,108,16.6,4,10.3,108
Mattheis,4.1,1906,5,98,16.5,3.2,9.8,98
Oyen,3.1,1906,5,58,15.6,2.9,9.3,58
Twinriver,5,1906,5,157,14.3,2,8.1,157
Kinsella,2.1,1906,5,40,14.6,2.3,8.4,40
Stavely,3.8,1906,5,222,12.8,0.9,6.9,222
Sangudo,2.8,1906,5,25,16.1,2.1,9.1,25
Onefour,3.3,1907,5,39,13.7,1.5,7.6,39
Mattheis,1.9,1907,5,18,14.7,-0.3,7.2,18
Oyen,0.9,1907,5,19,12.9,-1.3,5.8,19
Twinriver,3.4,1907,5,49,13.1,0.2,6.6,49
Kinsella,-0.1,1907,5,25,11.3,-2.1,4.6,25
Stavely,2.3,1907,5,46,12.6,-0.3,6.2,46
Sangudo,1.1,1907,5,48,14,-0.1,7,48
Onefour,5.6,1908,5,47,19.1,5.2,12.2,47
Mattheis,4.3,1908,5,48,19.4,5.1,12.2,48
Oyen,3.2,1908,5,43,19.2,4.9,12.1,43
Twinriver,5,1908,5,108,15,2.6,8.8,108
Kinsella,1.9,1908,5,43,17.9,4.4,11.2,43
Stavely,3.8,1908,5,144,13.8,2.5,8.2,144
Sangudo,2.3,1908,5,53,17.7,3.4,10.6,53
Onefour,3.8,1909,5,73,17.4,3.7,10.5,73
Mattheis,2.4,1909,5,65,17.5,3.6,10.5,65
Oyen,1.6,1909,5,52,17.6,3.9,10.7,52
Twinriver,3.5,1909,5,72,14.3,1.2,7.8,72
Kinsella,0.2,1909,5,89,16.8,3.5,10.1,89
